commercial_area_code,business_type,time_band,demand_level
3110469,BUNSIK,TIME_06_11,LOW
3110469,BUNSIK,TIME_11_14,VERY_HIGH
3110469,BUNSIK,TIME_14_17,HIGH
3110469,BUNSIK,TIME_17_21,HIGH
3110469,BUNSIK,TIME_21_24,LOW
3110469,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110469,CAFE_BEVERAGE,TIME_06_11,LOW
3110469,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110469,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110469,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110469,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110469,BAKERY,TIME_00_06,CLOSED
3110469,BAKERY,TIME_06_11,LOW
3110469,BAKERY,TIME_11_14,HIGH
3110469,BAKERY,TIME_14_17,VERY_HIGH
3110469,BAKERY,TIME_17_21,HIGH
3110469,BAKERY,TIME_21_24,LOW
3110470,KOREAN_FOOD,TIME_00_06,LOW
3110470,KOREAN_FOOD,TIME_06_11,CLOSED
3110470,KOREAN_FOOD,TIME_11_14,HIGH
3110470,KOREAN_FOOD,TIME_14_17,MEDIUM
3110470,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110470,KOREAN_FOOD,TIME_21_24,MEDIUM
3110471,KOREAN_FOOD,TIME_00_06,CLOSED
3110471,KOREAN_FOOD,TIME_06_11,LOW
3110471,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110471,KOREAN_FOOD,TIME_14_17,MEDIUM
3110471,KOREAN_FOOD,TIME_17_21,HIGH
3110471,KOREAN_FOOD,TIME_21_24,LOW
3110471,BAKERY,TIME_00_06,CLOSED
3110471,BAKERY,TIME_06_11,LOW
3110471,BAKERY,TIME_11_14,VERY_HIGH
3110471,BAKERY,TIME_14_17,VERY_HIGH
3110471,BAKERY,TIME_17_21,HIGH
3110471,BAKERY,TIME_21_24,LOW
3110472,KOREAN_FOOD,TIME_00_06,CLOSED
3110472,KOREAN_FOOD,TIME_06_11,CLOSED
3110472,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110472,KOREAN_FOOD,TIME_14_17,MEDIUM
3110472,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110472,KOREAN_FOOD,TIME_21_24,LOW
3110472,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110472,CAFE_BEVERAGE,TIME_06_11,LOW
3110472,CAFE_BEVERAGE,TIME_11_14,HIGH
3110472,CAFE_BEVERAGE,TIME_14_17,HIGH
3110472,CAFE_BEVERAGE,TIME_17_21,HIGH
3110472,CAFE_BEVERAGE,TIME_21_24,LOW
3110473,KOREAN_FOOD,TIME_00_06,CLOSED
3110473,KOREAN_FOOD,TIME_06_11,LOW
3110473,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110473,KOREAN_FOOD,TIME_14_17,MEDIUM
3110473,KOREAN_FOOD,TIME_17_21,HIGH
3110473,KOREAN_FOOD,TIME_21_24,LOW
3110473,CHINESE_FOOD,TIME_00_06,LOW
3110473,CHINESE_FOOD,TIME_06_11,LOW
3110473,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110473,CHINESE_FOOD,TIME_14_17,HIGH
3110473,CHINESE_FOOD,TIME_17_21,HIGH
3110473,CHINESE_FOOD,TIME_21_24,LOW
3110473,FAST_FOOD,TIME_00_06,CLOSED
3110473,FAST_FOOD,TIME_06_11,CLOSED
3110473,FAST_FOOD,TIME_11_14,HIGH
3110473,FAST_FOOD,TIME_14_17,HIGH
3110473,FAST_FOOD,TIME_17_21,VERY_HIGH
3110473,FAST_FOOD,TIME_21_24,LOW
3110473,BUNSIK,TIME_00_06,CLOSED
3110473,BUNSIK,TIME_06_11,LOW
3110473,BUNSIK,TIME_11_14,VERY_HIGH
3110473,BUNSIK,TIME_14_17,VERY_HIGH
3110473,BUNSIK,TIME_17_21,HIGH
3110473,BUNSIK,TIME_21_24,CLOSED
3110473,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110473,CAFE_BEVERAGE,TIME_06_11,LOW
3110473,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110473,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110473,CAFE_BEVERAGE,TIME_17_21,HIGH
3110473,CAFE_BEVERAGE,TIME_21_24,LOW
3110475,KOREAN_FOOD,TIME_00_06,CLOSED
3110475,KOREAN_FOOD,TIME_06_11,CLOSED
3110475,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110475,KOREAN_FOOD,TIME_14_17,MEDIUM
3110475,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110475,KOREAN_FOOD,TIME_21_24,MEDIUM
3110475,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110475,CAFE_BEVERAGE,TIME_06_11,LOW
3110475,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110475,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110475,CAFE_BEVERAGE,TIME_17_21,HIGH
3110475,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110476,KOREAN_FOOD,TIME_00_06,LOW
3110476,KOREAN_FOOD,TIME_06_11,CLOSED
3110476,KOREAN_FOOD,TIME_11_14,HIGH
3110476,KOREAN_FOOD,TIME_14_17,MEDIUM
3110476,KOREAN_FOOD,TIME_17_21,HIGH
3110476,KOREAN_FOOD,TIME_21_24,HIGH
3110477,KOREAN_FOOD,TIME_00_06,CLOSED
3110477,KOREAN_FOOD,TIME_06_11,CLOSED
3110477,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110477,KOREAN_FOOD,TIME_14_17,MEDIUM
3110477,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110477,KOREAN_FOOD,TIME_21_24,MEDIUM
3110477,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110477,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110477,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110477,CAFE_BEVERAGE,TIME_14_17,HIGH
3110477,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110477,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110478,KOREAN_FOOD,TIME_00_06,CLOSED
3110478,KOREAN_FOOD,TIME_06_11,LOW
3110478,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110478,KOREAN_FOOD,TIME_14_17,MEDIUM
3110478,KOREAN_FOOD,TIME_17_21,HIGH
3110478,KOREAN_FOOD,TIME_21_24,LOW
3110479,KOREAN_FOOD,TIME_00_06,CLOSED
3110479,KOREAN_FOOD,TIME_06_11,CLOSED
3110479,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110479,KOREAN_FOOD,TIME_14_17,HIGH
3110479,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110479,KOREAN_FOOD,TIME_21_24,LOW
3110480,KOREAN_FOOD,TIME_00_06,CLOSED
3110480,KOREAN_FOOD,TIME_06_11,LOW
3110480,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110480,KOREAN_FOOD,TIME_14_17,MEDIUM
3110480,KOREAN_FOOD,TIME_17_21,HIGH
3110480,KOREAN_FOOD,TIME_21_24,LOW
3110480,BUNSIK,TIME_00_06,CLOSED
3110480,BUNSIK,TIME_06_11,LOW
3110480,BUNSIK,TIME_11_14,VERY_HIGH
3110480,BUNSIK,TIME_14_17,HIGH
3110480,BUNSIK,TIME_17_21,HIGH
3110480,BUNSIK,TIME_21_24,CLOSED
3110481,KOREAN_FOOD,TIME_00_06,CLOSED
3110481,KOREAN_FOOD,TIME_06_11,LOW
3110481,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110481,KOREAN_FOOD,TIME_14_17,MEDIUM
3110481,KOREAN_FOOD,TIME_17_21,HIGH
3110481,KOREAN_FOOD,TIME_21_24,LOW
3110481,BUNSIK,TIME_00_06,CLOSED
3110481,BUNSIK,TIME_06_11,LOW
3110481,BUNSIK,TIME_11_14,VERY_HIGH
3110481,BUNSIK,TIME_14_17,MEDIUM
3110481,BUNSIK,TIME_17_21,HIGH
3110481,BUNSIK,TIME_21_24,LOW
3110481,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110481,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110481,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110481,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110481,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110481,CAFE_BEVERAGE,TIME_21_24,LOW
3110482,KOREAN_FOOD,TIME_00_06,CLOSED
3110482,KOREAN_FOOD,TIME_06_11,CLOSED
3110482,KOREAN_FOOD,TIME_11_14,HIGH
3110482,KOREAN_FOOD,TIME_14_17,MEDIUM
3110482,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110482,KOREAN_FOOD,TIME_21_24,MEDIUM
3110483,KOREAN_FOOD,TIME_00_06,LOW
3110483,KOREAN_FOOD,TIME_06_11,CLOSED
3110483,KOREAN_FOOD,TIME_11_14,HIGH
3110483,KOREAN_FOOD,TIME_14_17,MEDIUM
3110483,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110483,KOREAN_FOOD,TIME_21_24,MEDIUM
3110484,KOREAN_FOOD,TIME_00_06,LOW
3110484,KOREAN_FOOD,TIME_06_11,LOW
3110484,KOREAN_FOOD,TIME_11_14,HIGH
3110484,KOREAN_FOOD,TIME_14_17,MEDIUM
3110484,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110484,KOREAN_FOOD,TIME_21_24,HIGH
3110485,KOREAN_FOOD,TIME_00_06,CLOSED
3110485,KOREAN_FOOD,TIME_06_11,LOW
3110485,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110485,KOREAN_FOOD,TIME_14_17,HIGH
3110485,KOREAN_FOOD,TIME_17_21,HIGH
3110485,KOREAN_FOOD,TIME_21_24,LOW
3110485,CAFE_BEVERAGE,TIME_00_06,LOW
3110485,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110485,CAFE_BEVERAGE,TIME_11_14,HIGH
3110485,CAFE_BEVERAGE,TIME_14_17,HIGH
3110485,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110485,CAFE_BEVERAGE,TIME_21_24,LOW
3110486,KOREAN_FOOD,TIME_00_06,CLOSED
3110486,KOREAN_FOOD,TIME_06_11,LOW
3110486,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110486,KOREAN_FOOD,TIME_14_17,MEDIUM
3110486,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110486,KOREAN_FOOD,TIME_21_24,LOW
3110486,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110486,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110486,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110486,CAFE_BEVERAGE,TIME_14_17,HIGH
3110486,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110486,CAFE_BEVERAGE,TIME_21_24,LOW
3110487,KOREAN_FOOD,TIME_00_06,LOW
3110487,KOREAN_FOOD,TIME_06_11,LOW
3110487,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110487,KOREAN_FOOD,TIME_14_17,MEDIUM
3110487,KOREAN_FOOD,TIME_17_21,HIGH
3110487,KOREAN_FOOD,TIME_21_24,MEDIUM
3110487,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110487,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110487,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110487,CAFE_BEVERAGE,TIME_14_17,HIGH
3110487,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110487,CAFE_BEVERAGE,TIME_21_24,LOW
3110488,KOREAN_FOOD,TIME_00_06,LOW
3110488,KOREAN_FOOD,TIME_06_11,LOW
3110488,KOREAN_FOOD,TIME_11_14,HIGH
3110488,KOREAN_FOOD,TIME_14_17,MEDIUM
3110488,KOREAN_FOOD,TIME_17_21,HIGH
3110488,KOREAN_FOOD,TIME_21_24,MEDIUM
3110488,FAST_FOOD,TIME_00_06,CLOSED
3110488,FAST_FOOD,TIME_06_11,LOW
3110488,FAST_FOOD,TIME_11_14,VERY_HIGH
3110488,FAST_FOOD,TIME_14_17,HIGH
3110488,FAST_FOOD,TIME_17_21,VERY_HIGH
3110488,FAST_FOOD,TIME_21_24,LOW
3110488,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110488,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110488,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110488,CAFE_BEVERAGE,TIME_14_17,HIGH
3110488,CAFE_BEVERAGE,TIME_17_21,LOW
3110488,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110489,KOREAN_FOOD,TIME_00_06,CLOSED
3110489,KOREAN_FOOD,TIME_06_11,CLOSED
3110489,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110489,KOREAN_FOOD,TIME_14_17,MEDIUM
3110489,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110489,KOREAN_FOOD,TIME_21_24,MEDIUM
3110489,BAKERY,TIME_00_06,CLOSED
3110489,BAKERY,TIME_06_11,CLOSED
3110489,BAKERY,TIME_11_14,VERY_HIGH
3110489,BAKERY,TIME_14_17,VERY_HIGH
3110489,BAKERY,TIME_17_21,MEDIUM
3110489,BAKERY,TIME_21_24,LOW
3110490,KOREAN_FOOD,TIME_00_06,CLOSED
3110490,KOREAN_FOOD,TIME_06_11,CLOSED
3110490,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110490,KOREAN_FOOD,TIME_14_17,LOW
3110490,KOREAN_FOOD,TIME_17_21,HIGH
3110490,KOREAN_FOOD,TIME_21_24,LOW
3110491,KOREAN_FOOD,TIME_00_06,CLOSED
3110491,KOREAN_FOOD,TIME_06_11,CLOSED
3110491,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110491,KOREAN_FOOD,TIME_14_17,HIGH
3110491,KOREAN_FOOD,TIME_17_21,HIGH
3110491,KOREAN_FOOD,TIME_21_24,LOW
3110492,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110492,CAFE_BEVERAGE,TIME_06_11,LOW
3110492,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110492,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110492,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110492,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110495,KOREAN_FOOD,TIME_00_06,LOW
3110495,KOREAN_FOOD,TIME_06_11,LOW
3110495,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110495,KOREAN_FOOD,TIME_14_17,MEDIUM
3110495,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110495,KOREAN_FOOD,TIME_21_24,LOW
3110495,CHINESE_FOOD,TIME_00_06,CLOSED
3110495,CHINESE_FOOD,TIME_06_11,CLOSED
3110495,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110495,CHINESE_FOOD,TIME_14_17,HIGH
3110495,CHINESE_FOOD,TIME_17_21,VERY_HIGH
3110495,CHINESE_FOOD,TIME_21_24,CLOSED
3110495,CHICKEN,TIME_00_06,CLOSED
3110495,CHICKEN,TIME_06_11,CLOSED
3110495,CHICKEN,TIME_11_14,CLOSED
3110495,CHICKEN,TIME_14_17,MEDIUM
3110495,CHICKEN,TIME_17_21,VERY_HIGH
3110495,CHICKEN,TIME_21_24,VERY_HIGH
3110495,BUNSIK,TIME_00_06,CLOSED
3110495,BUNSIK,TIME_06_11,CLOSED
3110495,BUNSIK,TIME_11_14,MEDIUM
3110495,BUNSIK,TIME_14_17,HIGH
3110495,BUNSIK,TIME_17_21,VERY_HIGH
3110495,BUNSIK,TIME_21_24,HIGH
3110495,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110495,CAFE_BEVERAGE,TIME_06_11,LOW
3110495,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110495,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110495,CAFE_BEVERAGE,TIME_17_21,HIGH
3110495,CAFE_BEVERAGE,TIME_21_24,LOW
3110495,BAKERY,TIME_00_06,CLOSED
3110495,BAKERY,TIME_06_11,MEDIUM
3110495,BAKERY,TIME_11_14,HIGH
3110495,BAKERY,TIME_14_17,HIGH
3110495,BAKERY,TIME_17_21,HIGH
3110495,BAKERY,TIME_21_24,MEDIUM
3110496,KOREAN_FOOD,TIME_00_06,LOW
3110496,KOREAN_FOOD,TIME_06_11,LOW
3110496,KOREAN_FOOD,TIME_11_14,HIGH
3110496,KOREAN_FOOD,TIME_14_17,MEDIUM
3110496,KOREAN_FOOD,TIME_17_21,HIGH
3110496,KOREAN_FOOD,TIME_21_24,MEDIUM
3110496,BUNSIK,TIME_00_06,LOW
3110496,BUNSIK,TIME_06_11,MEDIUM
3110496,BUNSIK,TIME_11_14,HIGH
3110496,BUNSIK,TIME_14_17,MEDIUM
3110496,BUNSIK,TIME_17_21,MEDIUM
3110496,BUNSIK,TIME_21_24,MEDIUM
3110496,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110496,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110496,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110496,CAFE_BEVERAGE,TIME_14_17,HIGH
3110496,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110496,CAFE_BEVERAGE,TIME_21_24,LOW
3110496,BAKERY,TIME_00_06,CLOSED
3110496,BAKERY,TIME_06_11,MEDIUM
3110496,BAKERY,TIME_11_14,HIGH
3110496,BAKERY,TIME_14_17,HIGH
3110496,BAKERY,TIME_17_21,HIGH
3110496,BAKERY,TIME_21_24,LOW
3110498,KOREAN_FOOD,TIME_00_06,LOW
3110498,KOREAN_FOOD,TIME_06_11,CLOSED
3110498,KOREAN_FOOD,TIME_11_14,MEDIUM
3110498,KOREAN_FOOD,TIME_14_17,MEDIUM
3110498,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110498,KOREAN_FOOD,TIME_21_24,HIGH
3110498,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110498,CAFE_BEVERAGE,TIME_06_11,LOW
3110498,CAFE_BEVERAGE,TIME_11_14,HIGH
3110498,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110498,CAFE_BEVERAGE,TIME_17_21,HIGH
3110498,CAFE_BEVERAGE,TIME_21_24,LOW
3110500,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110500,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110500,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110500,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110500,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110500,CAFE_BEVERAGE,TIME_21_24,LOW
3110502,KOREAN_FOOD,TIME_00_06,LOW
3110502,KOREAN_FOOD,TIME_06_11,LOW
3110502,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110502,KOREAN_FOOD,TIME_14_17,MEDIUM
3110502,KOREAN_FOOD,TIME_17_21,HIGH
3110502,KOREAN_FOOD,TIME_21_24,LOW
3110502,CHINESE_FOOD,TIME_00_06,CLOSED
3110502,CHINESE_FOOD,TIME_06_11,CLOSED
3110502,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110502,CHINESE_FOOD,TIME_14_17,MEDIUM
3110502,CHINESE_FOOD,TIME_17_21,VERY_HIGH
3110502,CHINESE_FOOD,TIME_21_24,LOW
3110502,CHICKEN,TIME_00_06,LOW
3110502,CHICKEN,TIME_06_11,CLOSED
3110502,CHICKEN,TIME_11_14,LOW
3110502,CHICKEN,TIME_14_17,MEDIUM
3110502,CHICKEN,TIME_17_21,VERY_HIGH
3110502,CHICKEN,TIME_21_24,VERY_HIGH
3110502,BUNSIK,TIME_00_06,CLOSED
3110502,BUNSIK,TIME_06_11,LOW
3110502,BUNSIK,TIME_11_14,HIGH
3110502,BUNSIK,TIME_14_17,HIGH
3110502,BUNSIK,TIME_17_21,HIGH
3110502,BUNSIK,TIME_21_24,LOW
3110502,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110502,CAFE_BEVERAGE,TIME_06_11,LOW
3110502,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110502,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110502,CAFE_BEVERAGE,TIME_17_21,HIGH
3110502,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110503,KOREAN_FOOD,TIME_00_06,CLOSED
3110503,KOREAN_FOOD,TIME_06_11,CLOSED
3110503,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110503,KOREAN_FOOD,TIME_14_17,MEDIUM
3110503,KOREAN_FOOD,TIME_17_21,HIGH
3110503,KOREAN_FOOD,TIME_21_24,LOW
3110503,JAPANESE_FOOD,TIME_00_06,CLOSED
3110503,JAPANESE_FOOD,TIME_06_11,CLOSED
3110503,JAPANESE_FOOD,TIME_11_14,VERY_HIGH
3110503,JAPANESE_FOOD,TIME_14_17,MEDIUM
3110503,JAPANESE_FOOD,TIME_17_21,MEDIUM
3110503,JAPANESE_FOOD,TIME_21_24,LOW
3110503,CHICKEN,TIME_00_06,LOW
3110503,CHICKEN,TIME_06_11,CLOSED
3110503,CHICKEN,TIME_11_14,CLOSED
3110503,CHICKEN,TIME_14_17,LOW
3110503,CHICKEN,TIME_17_21,VERY_HIGH
3110503,CHICKEN,TIME_21_24,VERY_HIGH
3110503,BUNSIK,TIME_00_06,LOW
3110503,BUNSIK,TIME_06_11,LOW
3110503,BUNSIK,TIME_11_14,VERY_HIGH
3110503,BUNSIK,TIME_14_17,HIGH
3110503,BUNSIK,TIME_17_21,HIGH
3110503,BUNSIK,TIME_21_24,LOW
3110503,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110503,CAFE_BEVERAGE,TIME_06_11,LOW
3110503,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110503,CAFE_BEVERAGE,TIME_14_17,HIGH
3110503,CAFE_BEVERAGE,TIME_17_21,HIGH
3110503,CAFE_BEVERAGE,TIME_21_24,LOW
3110503,BAKERY,TIME_00_06,CLOSED
3110503,BAKERY,TIME_06_11,HIGH
3110503,BAKERY,TIME_11_14,HIGH
3110503,BAKERY,TIME_14_17,HIGH
3110503,BAKERY,TIME_17_21,MEDIUM
3110503,BAKERY,TIME_21_24,LOW
3110506,BUNSIK,TIME_00_06,CLOSED
3110506,BUNSIK,TIME_06_11,MEDIUM
3110506,BUNSIK,TIME_11_14,VERY_HIGH
3110506,BUNSIK,TIME_14_17,MEDIUM
3110506,BUNSIK,TIME_17_21,HIGH
3110506,BUNSIK,TIME_21_24,CLOSED
3110507,KOREAN_FOOD,TIME_00_06,LOW
3110507,KOREAN_FOOD,TIME_06_11,LOW
3110507,KOREAN_FOOD,TIME_11_14,HIGH
3110507,KOREAN_FOOD,TIME_14_17,MEDIUM
3110507,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110507,KOREAN_FOOD,TIME_21_24,MEDIUM
3110507,CHINESE_FOOD,TIME_00_06,CLOSED
3110507,CHINESE_FOOD,TIME_06_11,CLOSED
3110507,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110507,CHINESE_FOOD,TIME_14_17,HIGH
3110507,CHINESE_FOOD,TIME_17_21,HIGH
3110507,CHINESE_FOOD,TIME_21_24,LOW
3110507,JAPANESE_FOOD,TIME_00_06,LOW
3110507,JAPANESE_FOOD,TIME_06_11,CLOSED
3110507,JAPANESE_FOOD,TIME_11_14,VERY_HIGH
3110507,JAPANESE_FOOD,TIME_14_17,MEDIUM
3110507,JAPANESE_FOOD,TIME_17_21,HIGH
3110507,JAPANESE_FOOD,TIME_21_24,HIGH
3110507,WESTERN_FOOD,TIME_00_06,CLOSED
3110507,WESTERN_FOOD,TIME_06_11,CLOSED
3110507,WESTERN_FOOD,TIME_11_14,VERY_HIGH
3110507,WESTERN_FOOD,TIME_14_17,HIGH
3110507,WESTERN_FOOD,TIME_17_21,VERY_HIGH
3110507,WESTERN_FOOD,TIME_21_24,LOW
3110507,CHICKEN,TIME_00_06,LOW
3110507,CHICKEN,TIME_06_11,CLOSED
3110507,CHICKEN,TIME_11_14,LOW
3110507,CHICKEN,TIME_14_17,LOW
3110507,CHICKEN,TIME_17_21,VERY_HIGH
3110507,CHICKEN,TIME_21_24,VERY_HIGH
3110507,FAST_FOOD,TIME_00_06,CLOSED
3110507,FAST_FOOD,TIME_06_11,LOW
3110507,FAST_FOOD,TIME_11_14,VERY_HIGH
3110507,FAST_FOOD,TIME_14_17,HIGH
3110507,FAST_FOOD,TIME_17_21,HIGH
3110507,FAST_FOOD,TIME_21_24,LOW
3110507,BUNSIK,TIME_00_06,CLOSED
3110507,BUNSIK,TIME_06_11,LOW
3110507,BUNSIK,TIME_11_14,VERY_HIGH
3110507,BUNSIK,TIME_14_17,HIGH
3110507,BUNSIK,TIME_17_21,VERY_HIGH
3110507,BUNSIK,TIME_21_24,LOW
3110507,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110507,CAFE_BEVERAGE,TIME_06_11,LOW
3110507,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110507,CAFE_BEVERAGE,TIME_14_17,HIGH
3110507,CAFE_BEVERAGE,TIME_17_21,HIGH
3110507,CAFE_BEVERAGE,TIME_21_24,LOW
3110507,BAKERY,TIME_00_06,CLOSED
3110507,BAKERY,TIME_06_11,LOW
3110507,BAKERY,TIME_11_14,HIGH
3110507,BAKERY,TIME_14_17,HIGH
3110507,BAKERY,TIME_17_21,HIGH
3110507,BAKERY,TIME_21_24,MEDIUM
3110508,BUNSIK,TIME_00_06,CLOSED
3110508,BUNSIK,TIME_06_11,HIGH
3110508,BUNSIK,TIME_11_14,VERY_HIGH
3110508,BUNSIK,TIME_14_17,HIGH
3110508,BUNSIK,TIME_17_21,MEDIUM
3110508,BUNSIK,TIME_21_24,CLOSED
3110508,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110508,CAFE_BEVERAGE,TIME_06_11,LOW
3110508,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110508,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110508,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110508,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110509,KOREAN_FOOD,TIME_00_06,CLOSED
3110509,KOREAN_FOOD,TIME_06_11,LOW
3110509,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110509,KOREAN_FOOD,TIME_14_17,HIGH
3110509,KOREAN_FOOD,TIME_17_21,HIGH
3110509,KOREAN_FOOD,TIME_21_24,LOW
3110509,CHINESE_FOOD,TIME_00_06,CLOSED
3110509,CHINESE_FOOD,TIME_06_11,CLOSED
3110509,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110509,CHINESE_FOOD,TIME_14_17,HIGH
3110509,CHINESE_FOOD,TIME_17_21,HIGH
3110509,CHINESE_FOOD,TIME_21_24,LOW
3110509,CHICKEN,TIME_00_06,CLOSED
3110509,CHICKEN,TIME_06_11,CLOSED
3110509,CHICKEN,TIME_11_14,CLOSED
3110509,CHICKEN,TIME_14_17,MEDIUM
3110509,CHICKEN,TIME_17_21,VERY_HIGH
3110509,CHICKEN,TIME_21_24,VERY_HIGH
3110509,FAST_FOOD,TIME_00_06,CLOSED
3110509,FAST_FOOD,TIME_06_11,LOW
3110509,FAST_FOOD,TIME_11_14,HIGH
3110509,FAST_FOOD,TIME_14_17,HIGH
3110509,FAST_FOOD,TIME_17_21,HIGH
3110509,FAST_FOOD,TIME_21_24,MEDIUM
3110509,CAFE_BEVERAGE,TIME_00_06,LOW
3110509,CAFE_BEVERAGE,TIME_06_11,LOW
3110509,CAFE_BEVERAGE,TIME_11_14,HIGH
