commercial_area_code,commercial_area_name,business_type,time_band,quarter_count,total_transactions,band_transactions,band_hours,observed_days,hourly_average,overall_hourly_average,time_index,demand_level
3110593,신월3동주민센터,KOREAN_FOOD,TIME_00_06,12,236135,9749,6,1096,1.4825,8.9772,16.51,LOW
3110593,신월3동주민센터,KOREAN_FOOD,TIME_06_11,12,236135,11020,5,1096,2.0109,8.9772,22.4,LOW
3110593,신월3동주민센터,KOREAN_FOOD,TIME_11_14,12,236135,74866,3,1096,22.7695,8.9772,253.64,VERY_HIGH
3110593,신월3동주민센터,KOREAN_FOOD,TIME_14_17,12,236135,29111,3,1096,8.8537,8.9772,98.62,MEDIUM
3110593,신월3동주민센터,KOREAN_FOOD,TIME_17_21,12,236135,92332,4,1096,21.0611,8.9772,234.61,VERY_HIGH
3110593,신월3동주민센터,KOREAN_FOOD,TIME_21_24,12,236135,19057,3,1096,5.7959,8.9772,64.56,LOW
3110593,신월3동주민센터,BUNSIK,TIME_00_06,12,229131,72,6,1096,0.0109,8.7109,0.13,CLOSED
3110593,신월3동주민센터,BUNSIK,TIME_06_11,12,229131,35596,5,1096,6.4956,8.7109,74.57,MEDIUM
3110593,신월3동주민센터,BUNSIK,TIME_11_14,12,229131,78490,3,1096,23.8717,8.7109,274.04,VERY_HIGH
3110593,신월3동주민센터,BUNSIK,TIME_14_17,12,229131,37494,3,1096,11.4033,8.7109,130.91,HIGH
3110593,신월3동주민센터,BUNSIK,TIME_17_21,12,229131,66905,4,1096,15.2612,8.7109,175.2,HIGH
3110593,신월3동주민센터,BUNSIK,TIME_21_24,12,229131,10574,3,1096,3.2159,8.7109,36.92,LOW
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_00_06,12,335822,0,6,1096,0.0,12.767,0.0,CLOSED
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_06_11,12,335822,78292,5,1096,14.2869,12.767,111.9,MEDIUM
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_11_14,12,335822,98789,3,1096,30.0453,12.767,235.34,VERY_HIGH
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_14_17,12,335822,78650,3,1096,23.9203,12.767,187.36,HIGH
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_17_21,12,335822,73230,4,1096,16.7039,12.767,130.84,HIGH
3110593,신월3동주민센터,CAFE_BEVERAGE,TIME_21_24,12,335822,6861,3,1096,2.0867,12.767,16.34,LOW
3110593,신월3동주민센터,BAKERY,TIME_00_06,12,311033,538,6,1096,0.0818,11.8246,0.69,CLOSED
3110593,신월3동주민센터,BAKERY,TIME_06_11,12,311033,60249,5,1096,10.9943,11.8246,92.98,MEDIUM
3110593,신월3동주민센터,BAKERY,TIME_11_14,12,311033,55278,3,1096,16.812,11.8246,142.18,HIGH
3110593,신월3동주민센터,BAKERY,TIME_14_17,12,311033,62814,3,1096,19.104,11.8246,161.56,HIGH
3110593,신월3동주민센터,BAKERY,TIME_17_21,12,311033,94442,4,1096,21.5424,11.8246,182.18,HIGH
3110593,신월3동주민센터,BAKERY,TIME_21_24,12,311033,37712,3,1096,11.4696,11.8246,97.0,MEDIUM
3110594,신월중학교,KOREAN_FOOD,TIME_00_06,12,49224,632,6,1096,0.0961,1.8714,5.14,CLOSED
3110594,신월중학교,KOREAN_FOOD,TIME_06_11,12,49224,291,5,1096,0.0531,1.8714,2.84,CLOSED
3110594,신월중학교,KOREAN_FOOD,TIME_11_14,12,49224,16433,3,1096,4.9979,1.8714,267.07,VERY_HIGH
3110594,신월중학교,KOREAN_FOOD,TIME_14_17,12,49224,5733,3,1096,1.7436,1.8714,93.17,MEDIUM
3110594,신월중학교,KOREAN_FOOD,TIME_17_21,12,49224,21463,4,1096,4.8958,1.8714,261.62,VERY_HIGH
3110594,신월중학교,KOREAN_FOOD,TIME_21_24,12,49224,4672,3,1096,1.4209,1.8714,75.93,MEDIUM
3110594,신월중학교,CAFE_BEVERAGE,TIME_00_06,12,34382,0,6,1096,0.0,1.3071,0.0,CLOSED
3110594,신월중학교,CAFE_BEVERAGE,TIME_06_11,12,34382,4624,5,1096,0.8438,1.3071,64.55,LOW
3110594,신월중학교,CAFE_BEVERAGE,TIME_11_14,12,34382,16683,3,1096,5.0739,1.3071,388.18,VERY_HIGH
3110594,신월중학교,CAFE_BEVERAGE,TIME_14_17,12,34382,11212,3,1096,3.41,1.3071,260.88,VERY_HIGH
3110594,신월중학교,CAFE_BEVERAGE,TIME_17_21,12,34382,1820,4,1096,0.4151,1.3071,31.76,LOW
3110594,신월중학교,CAFE_BEVERAGE,TIME_21_24,12,34382,43,3,1096,0.0131,1.3071,1.0,CLOSED
3110595,메디힐병원,KOREAN_FOOD,TIME_00_06,12,629519,20373,6,1096,3.0981,23.9324,12.95,LOW
3110595,메디힐병원,KOREAN_FOOD,TIME_06_11,12,629519,26895,5,1096,4.9078,23.9324,20.51,LOW
3110595,메디힐병원,KOREAN_FOOD,TIME_11_14,12,629519,224247,3,1096,68.2016,23.9324,284.98,VERY_HIGH
3110595,메디힐병원,KOREAN_FOOD,TIME_14_17,12,629519,82691,3,1096,25.1493,23.9324,105.08,MEDIUM
3110595,메디힐병원,KOREAN_FOOD,TIME_17_21,12,629519,211836,4,1096,48.3203,23.9324,201.9,HIGH
3110595,메디힐병원,KOREAN_FOOD,TIME_21_24,12,629519,63477,3,1096,19.3057,23.9324,80.67,MEDIUM
3110595,메디힐병원,CAFE_BEVERAGE,TIME_00_06,12,346411,6179,6,1096,0.9396,13.1695,7.13,CLOSED
3110595,메디힐병원,CAFE_BEVERAGE,TIME_06_11,12,346411,112443,5,1096,20.5188,13.1695,155.81,HIGH
3110595,메디힐병원,CAFE_BEVERAGE,TIME_11_14,12,346411,93206,3,1096,28.3473,13.1695,215.25,HIGH
3110595,메디힐병원,CAFE_BEVERAGE,TIME_14_17,12,346411,75271,3,1096,22.8926,13.1695,173.83,HIGH
3110595,메디힐병원,CAFE_BEVERAGE,TIME_17_21,12,346411,48734,4,1096,11.1163,13.1695,84.41,MEDIUM
3110595,메디힐병원,CAFE_BEVERAGE,TIME_21_24,12,346411,10578,3,1096,3.2172,13.1695,24.43,LOW
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_00_06,12,115046,82,6,1096,0.0125,4.3737,0.29,CLOSED
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_06_11,12,115046,23932,5,1096,4.3672,4.3737,99.85,MEDIUM
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_11_14,12,115046,28476,3,1096,8.6606,4.3737,198.01,HIGH
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_14_17,12,115046,29619,3,1096,9.0082,4.3737,205.96,HIGH
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_17_21,12,115046,24686,4,1096,5.6309,4.3737,128.75,MEDIUM
3110596,서서울호수공원,CAFE_BEVERAGE,TIME_21_24,12,115046,8251,3,1096,2.5094,4.3737,57.38,LOW
3110597,신월1동주민센터,KOREAN_FOOD,TIME_00_06,12,291904,20486,6,1096,3.1153,11.0973,28.07,LOW
3110597,신월1동주민센터,KOREAN_FOOD,TIME_06_11,12,291904,18618,5,1096,3.3974,11.0973,30.61,LOW
3110597,신월1동주민센터,KOREAN_FOOD,TIME_11_14,12,291904,79148,3,1096,24.0718,11.0973,216.92,HIGH
3110597,신월1동주민센터,KOREAN_FOOD,TIME_14_17,12,291904,34340,3,1096,10.444,11.0973,94.11,MEDIUM
3110597,신월1동주민센터,KOREAN_FOOD,TIME_17_21,12,291904,109435,4,1096,24.9624,11.0973,224.94,VERY_HIGH
3110597,신월1동주민센터,KOREAN_FOOD,TIME_21_24,12,291904,29877,3,1096,9.0867,11.0973,81.88,MEDIUM
3110597,신월1동주민센터,BUNSIK,TIME_00_06,12,193945,68991,6,1096,10.4913,7.3732,142.29,HIGH
3110597,신월1동주민센터,BUNSIK,TIME_06_11,12,193945,20622,5,1096,3.7631,7.3732,51.04,LOW
3110597,신월1동주민센터,BUNSIK,TIME_11_14,12,193945,22823,3,1096,6.9413,7.3732,94.14,MEDIUM
3110597,신월1동주민센터,BUNSIK,TIME_14_17,12,193945,14718,3,1096,4.4763,7.3732,60.71,LOW
3110597,신월1동주민센터,BUNSIK,TIME_17_21,12,193945,30908,4,1096,7.0502,7.3732,95.62,MEDIUM
3110597,신월1동주민센터,BUNSIK,TIME_21_24,12,193945,35883,3,1096,10.9133,7.3732,148.01,HIGH
3110598,신월문화체육센터,KOREAN_FOOD,TIME_00_06,12,226775,7049,6,1096,1.0719,8.6213,12.43,LOW
3110598,신월문화체육센터,KOREAN_FOOD,TIME_06_11,12,226775,8667,5,1096,1.5816,8.6213,18.34,LOW
3110598,신월문화체육센터,KOREAN_FOOD,TIME_11_14,12,226775,69073,3,1096,21.0076,8.6213,243.67,VERY_HIGH
3110598,신월문화체육센터,KOREAN_FOOD,TIME_14_17,12,226775,32255,3,1096,9.8099,8.6213,113.79,MEDIUM
3110598,신월문화체육센터,KOREAN_FOOD,TIME_17_21,12,226775,87704,4,1096,20.0055,8.6213,232.05,VERY_HIGH
3110598,신월문화체육센터,KOREAN_FOOD,TIME_21_24,12,226775,22027,3,1096,6.6992,8.6213,77.71,MEDIUM
3110598,신월문화체육센터,CHICKEN,TIME_00_06,12,55800,428,6,1096,0.0651,2.1214,3.07,CLOSED
3110598,신월문화체육센터,CHICKEN,TIME_06_11,12,55800,0,5,1096,0.0,2.1214,0.0,CLOSED
3110598,신월문화체육센터,CHICKEN,TIME_11_14,12,55800,404,3,1096,0.1229,2.1214,5.79,CLOSED
3110598,신월문화체육센터,CHICKEN,TIME_14_17,12,55800,4094,3,1096,1.2451,2.1214,58.7,LOW
3110598,신월문화체육센터,CHICKEN,TIME_17_21,12,55800,31620,4,1096,7.2126,2.1214,340.0,VERY_HIGH
3110598,신월문화체육센터,CHICKEN,TIME_21_24,12,55800,19254,3,1096,5.8558,2.1214,276.04,VERY_HIGH
3110598,신월문화체육센터,BUNSIK,TIME_00_06,12,432566,19,6,1096,0.0029,16.4449,0.02,CLOSED
3110598,신월문화체육센터,BUNSIK,TIME_06_11,12,432566,42695,5,1096,7.7911,16.4449,47.38,LOW
3110598,신월문화체육센터,BUNSIK,TIME_11_14,12,432566,141668,3,1096,43.0864,16.4449,262.0,VERY_HIGH
3110598,신월문화체육센터,BUNSIK,TIME_14_17,12,432566,95565,3,1096,29.0648,16.4449,176.74,HIGH
3110598,신월문화체육센터,BUNSIK,TIME_17_21,12,432566,148318,4,1096,33.8317,16.4449,205.73,HIGH
3110598,신월문화체육센터,BUNSIK,TIME_21_24,12,432566,4301,3,1096,1.3081,16.4449,7.95,CLOSED
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_00_06,12,162805,3221,6,1096,0.4898,6.1894,7.91,CLOSED
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_06_11,12,162805,38319,5,1096,6.9925,6.1894,112.98,MEDIUM
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_11_14,12,162805,50716,3,1096,15.4246,6.1894,249.21,VERY_HIGH
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_14_17,12,162805,38937,3,1096,11.8422,6.1894,191.33,HIGH
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_17_21,12,162805,25171,4,1096,5.7416,6.1894,92.76,MEDIUM
3110598,신월문화체육센터,CAFE_BEVERAGE,TIME_21_24,12,162805,6441,3,1096,1.9589,6.1894,31.65,LOW
3110598,신월문화체육센터,BAKERY,TIME_00_06,12,219067,24,6,1096,0.0036,8.3283,0.04,CLOSED
3110598,신월문화체육센터,BAKERY,TIME_06_11,12,219067,38891,5,1096,7.0969,8.3283,85.21,MEDIUM
3110598,신월문화체육센터,BAKERY,TIME_11_14,12,219067,42944,3,1096,13.0608,8.3283,156.83,HIGH
3110598,신월문화체육센터,BAKERY,TIME_14_17,12,219067,49714,3,1096,15.1198,8.3283,181.55,HIGH
3110598,신월문화체육센터,BAKERY,TIME_17_21,12,219067,69224,4,1096,15.7901,8.3283,189.6,HIGH
3110598,신월문화체육센터,BAKERY,TIME_21_24,12,219067,18270,3,1096,5.5566,8.3283,66.72,LOW
3110599,신월1파출소,KOREAN_FOOD,TIME_00_06,12,135325,1303,6,1096,0.1981,5.1447,3.85,CLOSED
3110599,신월1파출소,KOREAN_FOOD,TIME_06_11,12,135325,2417,5,1096,0.4411,5.1447,8.57,CLOSED
3110599,신월1파출소,KOREAN_FOOD,TIME_11_14,12,135325,73880,3,1096,22.4696,5.1447,436.76,VERY_HIGH
3110599,신월1파출소,KOREAN_FOOD,TIME_14_17,12,135325,16430,3,1096,4.997,5.1447,97.13,MEDIUM
3110599,신월1파출소,KOREAN_FOOD,TIME_17_21,12,135325,33247,4,1096,7.5837,5.1447,147.41,HIGH
3110599,신월1파출소,KOREAN_FOOD,TIME_21_24,12,135325,8048,3,1096,2.4477,5.1447,47.58,LOW
3110599,신월1파출소,CHINESE_FOOD,TIME_00_06,12,73783,0,6,1096,0.0,2.805,0.0,CLOSED
3110599,신월1파출소,CHINESE_FOOD,TIME_06_11,12,73783,856,5,1096,0.1562,2.805,5.57,CLOSED
3110599,신월1파출소,CHINESE_FOOD,TIME_11_14,12,73783,43663,3,1096,13.2795,2.805,473.42,VERY_HIGH
3110599,신월1파출소,CHINESE_FOOD,TIME_14_17,12,73783,20018,3,1096,6.0882,2.805,217.05,HIGH
3110599,신월1파출소,CHINESE_FOOD,TIME_17_21,12,73783,9106,4,1096,2.0771,2.805,74.05,MEDIUM
3110599,신월1파출소,CHINESE_FOOD,TIME_21_24,12,73783,140,3,1096,0.0426,2.805,1.52,CLOSED
3110599,신월1파출소,BUNSIK,TIME_00_06,12,31681,229,6,1096,0.0348,1.2044,2.89,CLOSED
3110599,신월1파출소,BUNSIK,TIME_06_11,12,31681,4700,5,1096,0.8577,1.2044,71.21,MEDIUM
3110599,신월1파출소,BUNSIK,TIME_11_14,12,31681,8701,3,1096,2.6463,1.2044,219.72,HIGH
3110599,신월1파출소,BUNSIK,TIME_14_17,12,31681,5442,3,1096,1.6551,1.2044,137.42,HIGH
3110599,신월1파출소,BUNSIK,TIME_17_21,12,31681,12591,4,1096,2.872,1.2044,238.46,VERY_HIGH
3110599,신월1파출소,BUNSIK,TIME_21_24,12,31681,18,3,1096,0.0055,1.2044,0.45,CLOSED
3110599,신월1파출소,CAFE_BEVERAGE,TIME_00_06,12,39471,19,6,1096,0.0029,1.5006,0.19,CLOSED
3110599,신월1파출소,CAFE_BEVERAGE,TIME_06_11,12,39471,4877,5,1096,0.89,1.5006,59.31,LOW
3110599,신월1파출소,CAFE_BEVERAGE,TIME_11_14,12,39471,14729,3,1096,4.4796,1.5006,298.53,VERY_HIGH
3110599,신월1파출소,CAFE_BEVERAGE,TIME_14_17,12,39471,11702,3,1096,3.559,1.5006,237.18,VERY_HIGH
3110599,신월1파출소,CAFE_BEVERAGE,TIME_17_21,12,39471,7906,4,1096,1.8034,1.5006,120.18,MEDIUM
3110599,신월1파출소,CAFE_BEVERAGE,TIME_21_24,12,39471,238,3,1096,0.0724,1.5006,4.82,CLOSED
3110600,신월7동주민센터,KOREAN_FOOD,TIME_00_06,12,256799,241,6,1096,0.0366,9.7627,0.38,CLOSED
3110600,신월7동주민센터,KOREAN_FOOD,TIME_06_11,12,256799,2382,5,1096,0.4347,9.7627,4.45,CLOSED
3110600,신월7동주민센터,KOREAN_FOOD,TIME_11_14,12,256799,82866,3,1096,25.2026,9.7627,258.15,VERY_HIGH
3110600,신월7동주민센터,KOREAN_FOOD,TIME_14_17,12,256799,36221,3,1096,11.0161,9.7627,112.84,MEDIUM
3110600,신월7동주민센터,KOREAN_FOOD,TIME_17_21,12,256799,113951,4,1096,25.9925,9.7627,266.24,VERY_HIGH
3110600,신월7동주민센터,KOREAN_FOOD,TIME_21_24,12,256799,21138,3,1096,6.4288,9.7627,65.85,LOW
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_00_06,12,575016,57827,6,1096,8.7936,21.8604,40.23,LOW
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_06_11,12,575016,55930,5,1096,10.2062,21.8604,46.69,LOW
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_11_14,12,575016,136865,3,1096,41.6256,21.8604,190.42,HIGH
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_14_17,12,575016,60728,3,1096,18.4696,21.8604,84.49,MEDIUM
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_17_21,12,575016,182687,4,1096,41.6713,21.8604,190.62,HIGH
3110601,신월1동우편취급국,KOREAN_FOOD,TIME_21_24,12,575016,80979,3,1096,24.6286,21.8604,112.66,MEDIUM
3110601,신월1동우편취급국,CHICKEN,TIME_00_06,12,28505,7035,6,1096,1.0698,1.0837,98.72,MEDIUM
3110601,신월1동우편취급국,CHICKEN,TIME_06_11,12,28505,18,5,1096,0.0033,1.0837,0.3,CLOSED
3110601,신월1동우편취급국,CHICKEN,TIME_11_14,12,28505,22,3,1096,0.0067,1.0837,0.62,CLOSED
3110601,신월1동우편취급국,CHICKEN,TIME_14_17,12,28505,166,3,1096,0.0505,1.0837,4.66,CLOSED
3110601,신월1동우편취급국,CHICKEN,TIME_17_21,12,28505,10787,4,1096,2.4605,1.0837,227.05,VERY_HIGH
3110601,신월1동우편취급국,CHICKEN,TIME_21_24,12,28505,10477,3,1096,3.1864,1.0837,294.04,VERY_HIGH
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_00_06,12,145443,104,6,1096,0.0158,5.5293,0.29,CLOSED
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_06_11,12,145443,21838,5,1096,3.985,5.5293,72.07,MEDIUM
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_11_14,12,145443,43730,3,1096,13.2999,5.5293,240.53,VERY_HIGH
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_14_17,12,145443,36912,3,1096,11.2263,5.5293,203.03,HIGH
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_17_21,12,145443,36604,4,1096,8.3495,5.5293,151.0,HIGH
3110601,신월1동우편취급국,CAFE_BEVERAGE,TIME_21_24,12,145443,6255,3,1096,1.9024,5.5293,34.41,LOW
3110603,지향초등학교,CAFE_BEVERAGE,TIME_00_06,12,52486,0,6,1096,0.0,1.9954,0.0,CLOSED
3110603,지향초등학교,CAFE_BEVERAGE,TIME_06_11,12,52486,11059,5,1096,2.0181,1.9954,101.14,MEDIUM
3110603,지향초등학교,CAFE_BEVERAGE,TIME_11_14,12,52486,21547,3,1096,6.5532,1.9954,328.42,VERY_HIGH
3110603,지향초등학교,CAFE_BEVERAGE,TIME_14_17,12,52486,15073,3,1096,4.5842,1.9954,229.75,VERY_HIGH
3110603,지향초등학교,CAFE_BEVERAGE,TIME_17_21,12,52486,4795,4,1096,1.0938,1.9954,54.81,LOW
3110603,지향초등학교,CAFE_BEVERAGE,TIME_21_24,12,52486,12,3,1096,0.0036,1.9954,0.18,CLOSED
3110604,신월4동주민센터,KOREAN_FOOD,TIME_00_06,12,262061,7513,6,1096,1.1425,9.9628,11.47,LOW
3110604,신월4동주민센터,KOREAN_FOOD,TIME_06_11,12,262061,9794,5,1096,1.7872,9.9628,17.94,LOW
3110604,신월4동주민센터,KOREAN_FOOD,TIME_11_14,12,262061,114148,3,1096,34.7165,9.9628,348.46,VERY_HIGH
3110604,신월4동주민센터,KOREAN_FOOD,TIME_14_17,12,262061,33310,3,1096,10.1308,9.9628,101.69,MEDIUM
3110604,신월4동주민센터,KOREAN_FOOD,TIME_17_21,12,262061,84550,4,1096,19.286,9.9628,193.58,HIGH
3110604,신월4동주민센터,KOREAN_FOOD,TIME_21_24,12,262061,12746,3,1096,3.8765,9.9628,38.91,LOW
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_00_06,12,444343,1015,6,1096,0.1543,16.8926,0.91,CLOSED
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_06_11,12,444343,4718,5,1096,0.8609,16.8926,5.1,CLOSED
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_11_14,12,444343,156263,3,1096,47.5252,16.8926,281.34,VERY_HIGH
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_14_17,12,444343,63343,3,1096,19.2649,16.8926,114.04,MEDIUM
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_17_21,12,444343,182790,4,1096,41.6948,16.8926,246.82,VERY_HIGH
3110605,목동센트럴아이파크앞,KOREAN_FOOD,TIME_21_24,12,444343,36214,3,1096,11.014,16.8926,65.2,LOW
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_00_06,12,566499,33878,6,1096,5.1518,21.5366,23.92,LOW
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_06_11,12,566499,19889,5,1096,3.6294,21.5366,16.85,LOW
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_11_14,12,566499,126533,3,1096,38.4833,21.5366,178.69,HIGH
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_14_17,12,566499,67644,3,1096,20.573,21.5366,95.53,MEDIUM
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_17_21,12,566499,226415,4,1096,51.6458,21.5366,239.8,VERY_HIGH
3110606,신한은행 신월동지점,KOREAN_FOOD,TIME_21_24,12,566499,92140,3,1096,28.0231,21.5366,130.12,HIGH
3110606,신한은행 신월동지점,CHICKEN,TIME_00_06,12,64816,9012,6,1096,1.3704,2.4641,55.62,LOW
3110606,신한은행 신월동지점,CHICKEN,TIME_06_11,12,64816,0,5,1096,0.0,2.4641,0.0,CLOSED
3110606,신한은행 신월동지점,CHICKEN,TIME_11_14,12,64816,42,3,1096,0.0128,2.4641,0.52,CLOSED
3110606,신한은행 신월동지점,CHICKEN,TIME_14_17,12,64816,2089,3,1096,0.6353,2.4641,25.78,LOW
3110606,신한은행 신월동지점,CHICKEN,TIME_17_21,12,64816,29855,4,1096,6.81,2.4641,276.37,VERY_HIGH
3110606,신한은행 신월동지점,CHICKEN,TIME_21_24,12,64816,23818,3,1096,7.2439,2.4641,293.98,VERY_HIGH
3110606,신한은행 신월동지점,FAST_FOOD,TIME_00_06,12,616251,30,6,1096,0.0046,23.428,0.02,CLOSED
3110606,신한은행 신월동지점,FAST_FOOD,TIME_06_11,12,616251,141910,5,1096,25.896,23.428,110.53,MEDIUM
3110606,신한은행 신월동지점,FAST_FOOD,TIME_11_14,12,616251,178523,3,1096,54.2953,23.428,231.75,VERY_HIGH
3110606,신한은행 신월동지점,FAST_FOOD,TIME_14_17,12,616251,122033,3,1096,37.1147,23.428,158.42,HIGH
3110606,신한은행 신월동지점,FAST_FOOD,TIME_17_21,12,616251,144256,4,1096,32.9051,23.428,140.45,HIGH
3110606,신한은행 신월동지점,FAST_FOOD,TIME_21_24,12,616251,29499,3,1096,8.9717,23.428,38.29,LOW
3110606,신한은행 신월동지점,BUNSIK,TIME_00_06,12,927711,25178,6,1096,3.8288,35.2688,10.86,LOW
3110606,신한은행 신월동지점,BUNSIK,TIME_06_11,12,927711,25190,5,1096,4.5967,35.2688,13.03,LOW
3110606,신한은행 신월동지점,BUNSIK,TIME_11_14,12,927711,265794,3,1096,80.8376,35.2688,229.2,VERY_HIGH
3110606,신한은행 신월동지점,BUNSIK,TIME_14_17,12,927711,167789,3,1096,51.0307,35.2688,144.69,HIGH
3110606,신한은행 신월동지점,BUNSIK,TIME_17_21,12,927711,291561,4,1096,66.5057,35.2688,188.57,HIGH
3110606,신한은행 신월동지점,BUNSIK,TIME_21_24,12,927711,152199,3,1096,46.2892,35.2688,131.25,HIGH
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_00_06,12,188615,0,6,1096,0.0,7.1706,0.0,CLOSED
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_06_11,12,188615,42483,5,1096,7.7524,7.1706,108.11,MEDIUM
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_11_14,12,188615,52230,3,1096,15.885,7.1706,221.53,VERY_HIGH
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_14_17,12,188615,45331,3,1096,13.7868,7.1706,192.27,HIGH
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_17_21,12,188615,41814,4,1096,9.5379,7.1706,133.01,HIGH
3110606,신한은행 신월동지점,CAFE_BEVERAGE,TIME_21_24,12,188615,6757,3,1096,2.055,7.1706,28.66,LOW
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_00_06,12,85091,770,6,1096,0.1171,3.2349,3.62,CLOSED
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_06_11,12,85091,2261,5,1096,0.4126,3.2349,12.75,LOW
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_11_14,12,85091,26535,3,1096,8.0703,3.2349,249.47,VERY_HIGH
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_14_17,12,85091,15374,3,1096,4.6758,3.2349,144.54,HIGH
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_17_21,12,85091,30715,4,1096,7.0062,3.2349,216.58,HIGH
3110607,금빛새마을금고본점,KOREAN_FOOD,TIME_21_24,12,85091,9436,3,1096,2.8698,3.2349,88.71,MEDIUM
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_00_06,12,142794,8,6,1096,0.0012,5.4286,0.02,CLOSED
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_06_11,12,142794,22129,5,1096,4.0381,5.4286,74.39,MEDIUM
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_11_14,12,142794,46671,3,1096,14.1943,5.4286,261.47,VERY_HIGH
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_14_17,12,142794,38179,3,1096,11.6116,5.4286,213.9,HIGH
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_17_21,12,142794,31192,4,1096,7.115,5.4286,131.06,HIGH
3110608,신월2동주민센터,CAFE_BEVERAGE,TIME_21_24,12,142794,4615,3,1096,1.4036,5.4286,25.86,LOW
3110611,신정역 1번,KOREAN_FOOD,TIME_00_06,12,85845,2203,6,1096,0.335,3.2636,10.27,LOW
3110611,신정역 1번,KOREAN_FOOD,TIME_06_11,12,85845,10882,5,1096,1.9858,3.2636,60.85,LOW
3110611,신정역 1번,KOREAN_FOOD,TIME_11_14,12,85845,40124,3,1096,12.2032,3.2636,373.92,VERY_HIGH
3110611,신정역 1번,KOREAN_FOOD,TIME_14_17,12,85845,8201,3,1096,2.4942,3.2636,76.43,MEDIUM
3110611,신정역 1번,KOREAN_FOOD,TIME_17_21,12,85845,13337,4,1096,3.0422,3.2636,93.22,MEDIUM
3110611,신정역 1번,KOREAN_FOOD,TIME_21_24,12,85845,11098,3,1096,3.3753,3.2636,103.42,MEDIUM
3110612,신정역 5번,KOREAN_FOOD,TIME_00_06,12,141455,849,6,1096,0.1291,5.3777,2.4,CLOSED
3110612,신정역 5번,KOREAN_FOOD,TIME_06_11,12,141455,648,5,1096,0.1182,5.3777,2.2,CLOSED
3110612,신정역 5번,KOREAN_FOOD,TIME_11_14,12,141455,31794,3,1096,9.6697,5.3777,179.81,HIGH
3110612,신정역 5번,KOREAN_FOOD,TIME_14_17,12,141455,20443,3,1096,6.2175,5.3777,115.62,MEDIUM
3110612,신정역 5번,KOREAN_FOOD,TIME_17_21,12,141455,75673,4,1096,17.2612,5.3777,320.98,VERY_HIGH
3110612,신정역 5번,KOREAN_FOOD,TIME_21_24,12,141455,12048,3,1096,3.6642,5.3777,68.14,LOW
3110612,신정역 5번,BUNSIK,TIME_00_06,12,114674,47,6,1096,0.0071,4.3596,0.16,CLOSED
